contig	cov_mean_sample_idba_ud_perc100_sorted
contig-100_54797.0	716.549
contig-100_54798.0	138.671
contig-100_54799.0	336.958
contig-100_54800.0	222.983
contig-100_54801.0	695.748
contig-100_54802.0	1.577
contig-100_54803.0	4.808
contig-100_54804.0	470.514
contig-100_54805.0	411.185
contig-100_54806.0	3.392
contig-100_54807.0	1.748
contig-100_54808.0	2700.385
contig-100_54809.0	1270.535
contig-100_54810.0	179.801
contig-100_54811.0	2398.350
contig-100_54812.0	2.486
contig-100_54813.0	240.661
contig-100_54814.0	572.591
contig-100_54815.0	1605.972
contig-100_54816.0	30.204
contig-100_54817.0	478.853
contig-100_54818.0	710.649
contig-100_54819.0	0.761
contig-100_54820.0	1648.779
contig-100_54821.0	667.842
contig-100_54822.0	3006.418
contig-100_54823.0	1561.249
contig-100_54824.0	232.972
contig-100_54825.0	0.951
contig-100_54826.0	151.730
contig-100_54827.0	2531.372
contig-100_54828.0	1015.947
contig-100_54829.0	48.007
contig-100_54830.0	1553.547
contig-100_54831.0	2330.014
contig-100_54832.0	0.902
contig-100_54833.0	2874.330
contig-100_54834.0	1589.365
contig-100_54835.0	0.000
contig-100_54836.0	35.719
contig-100_54837.0	39.996
contig-100_54838.0	1902.039
contig-100_54839.0	634.740
contig-100_54840.0	1.611
contig-100_54841.0	1055.039
contig-100_54842.0	1438.074
contig-100_54843.0	3.418
contig-100_54844.0	309.488
contig-100_54845.0	294.807
contig-100_54846.0	175.951
contig-100_54847.0	2511.246
contig-100_54848.0	2975.284
contig-100_54849.0	2376.856
contig-100_54850.0	1105.951
contig-100_54851.0	2780.789
contig-100_54852.0	66.705
contig-100_54853.0	2224.105
contig-100_54854.0	1528.804
contig-100_54855.0	14842.432
contig-100_54856.0	3064.582
contig-100_54857.0	3036.642
contig-100_54858.0	31.151
contig-100_54859.0	1038.498
contig-100_54860.0	0.874
contig-100_54861.0	228.621
contig-100_54862.0	1108.253
contig-100_54863.0	79.702
contig-100_54864.0	388.105
contig-100_54865.0	1526.972
contig-100_54866.0	366.733
contig-100_54867.0	171.933
contig-100_54868.0	323.370
contig-100_54869.0	156.923
contig-100_54870.0	156.634
contig-100_54871.0	1251.137
contig-100_54872.0	1115.049
contig-100_54873.0	1.694
contig-100_54874.0	638.331
contig-100_54875.0	663.887
contig-100_54876.0	62.951
contig-100_54877.0	219.651
contig-100_54878.0	2.630
contig-100_54879.0	2981.190
contig-100_54880.0	2381.011
contig-100_54881.0	462.489
contig-100_54882.0	72.081
contig-100_54883.0	643.838
contig-100_54884.0	87.933
contig-100_54885.0	0.000
contig-100_54886.0	0.000
contig-100_54887.0	443.257
contig-100_54888.0	480.254
contig-100_54889.0	2947.732
contig-100_54890.0	131.993
contig-100_54891.0	43.739
contig-100_54892.0	1071.349
contig-100_54893.0	1041.148
contig-100_54894.0	234.035
contig-100_54895.0	7.556
contig-100_54896.0	2.535
contig-100_54897.0	154.095
contig-100_54898.0	177.352
contig-100_54899.0	768.528
contig-100_54900.0	1274.680
contig-100_54901.0	2682.944
contig-100_54902.0	123.655
contig-100_54903.0	2178.239
contig-100_54904.0	0.077
contig-100_54905.0	731.320
contig-100_54906.0	1.761
contig-100_54907.0	1460.986
contig-100_54908.0	111.764
contig-100_54909.0	2.549
contig-100_54910.0	396.370
contig-100_54911.0	860.951
contig-100_54912.0	1.648
contig-100_54913.0	439.148
contig-100_54914.0	160.774
contig-100_54915.0	2918.544
contig-100_54916.0	0.000
contig-100_54917.0	16.731
contig-100_54918.0	1105.767
contig-100_54919.0	0.000
contig-100_54920.0	1458.756
contig-100_54921.0	0.000
contig-100_54922.0	556.509
contig-100_54923.0	2513.173
contig-100_54924.0	2.625
contig-100_54925.0	1597.544
contig-100_54926.0	2094.746
contig-100_54927.0	714.876
contig-100_54928.0	66.809
contig-100_54929.0	19.965
contig-100_54930.0	3.293
contig-100_54931.0	2723.117
contig-100_54932.0	1285.530
contig-100_54933.0	1818.809
contig-100_54934.0	1155.477
contig-100_54935.0	1.633
contig-100_54936.0	371.731
contig-100_54937.0	1458.120
contig-100_54938.0	166.329
contig-100_54939.0	313.933
contig-100_54940.0	155.806
contig-100_54941.0	62.993
contig-100_54942.0	335.230
contig-100_54943.0	42.159
contig-100_54944.0	452.735
contig-100_54945.0	302.746
contig-100_54946.0	52.837
contig-100_54947.0	371.951
contig-100_54948.0	292.929
contig-100_54949.0	2541.102
contig-100_54950.0	0.883
contig-100_54951.0	1087.286
contig-100_54952.0	2955.177
contig-100_54953.0	3096.940
contig-100_54954.0	147.774
contig-100_54955.0	35.219
contig-100_54956.0	433.852
contig-100_54957.0	258.463
contig-100_54958.0	722.226
contig-100_54959.0	2.562
contig-100_54960.0	541.357
contig-100_54961.0	2.643
contig-100_54962.0	797.227
contig-100_54963.0	192.149
contig-100_54964.0	719.603
contig-100_54965.0	116.376
contig-100_54966.0	465.252
contig-100_54967.0	265.379
contig-100_54968.0	255.695
contig-100_54969.0	27.518
contig-100_54970.0	1352.415
contig-100_54971.0	927.989
contig-100_54972.0	0.887
contig-100_54973.0	286.305
contig-100_54974.0	1528.259
contig-100_54975.0	80.128
contig-100_54976.0	2105.940
contig-100_54977.0	2021.840
contig-100_54978.0	473.660
contig-100_54979.0	0.883
contig-100_54980.0	965.621
contig-100_54981.0	2154.358
contig-100_54982.0	473.365
contig-100_54983.0	488.426
contig-100_54984.0	243.309
contig-100_54985.0	488.791
contig-100_54986.0	2213.404
contig-100_54987.0	425.546
contig-100_54988.0	0.000
contig-100_54989.0	79.379
contig-100_54990.0	718.053
contig-100_54991.0	2350.344
contig-100_54992.0	656.376
contig-100_54993.0	0.887
contig-100_54994.0	443.982
contig-100_54995.0	0.000
contig-100_54996.0	570.752
contig-100_54997.0	393.514
contig-100_54998.0	412.993
contig-100_54999.0	4.255
contig-100_55000.0	1960.358
contig-100_55001.0	1988.794
contig-100_55002.0	1597.078
contig-100_55003.0	201.174
contig-100_55004.0	672.723
contig-100_55005.0	2.284
contig-100_55006.0	1709.784
contig-100_55007.0	2892.727
contig-100_55008.0	229.415
contig-100_55009.0	2981.840
contig-100_55010.0	97.277
contig-100_55011.0	372.316
contig-100_55012.0	2745.681
contig-100_55013.0	2900.848
contig-100_55014.0	191.780
contig-100_55015.0	463.404
contig-100_55016.0	1190.178
contig-100_55017.0	109.641
contig-100_55018.0	711.740
contig-100_55019.0	122.968
contig-100_55020.0	445.480
contig-100_55021.0	451.157
contig-100_55022.0	1825.363
contig-100_55023.0	182.612
contig-100_55024.0	10.028
contig-100_55025.0	221.018
contig-100_55026.0	887.178
contig-100_55027.0	40.267
contig-100_55028.0	2.562
contig-100_55029.0	178.573
contig-100_55030.0	0.758
contig-100_55031.0	0.000
contig-100_55032.0	2455.616
contig-100_55033.0	331.726
contig-100_55034.0	848.509
contig-100_55035.0	2833.868
contig-100_55036.0	1383.192
contig-100_55037.0	436.221
contig-100_55038.0	50.114
contig-100_55039.0	2152.018
contig-100_55040.0	1.623
contig-100_55041.0	1.769
contig-100_55042.0	1493.829
contig-100_55043.0	754.751
contig-100_55044.0	543.790
contig-100_55045.0	118.189
contig-100_55046.0	308.637
contig-100_55047.0	235.722
contig-100_55048.0	0.000
contig-100_55049.0	0.890
contig-100_55050.0	289.413
contig-100_55051.0	2575.502
contig-100_55052.0	1604.043
contig-100_55053.0	2537.039
contig-100_55054.0	2.598
contig-100_55055.0	428.423
contig-100_55056.0	606.769
contig-100_55057.0	0.875
contig-100_55058.0	1416.300
contig-100_55059.0	1044.104
contig-100_55060.0	1.754
contig-100_55061.0	2252.832
contig-100_55062.0	643.096
contig-100_55063.0	516.707
contig-100_55064.0	297.318
contig-100_55065.0	7.675
contig-100_55066.0	433.143
contig-100_55067.0	2271.100
contig-100_55068.0	135.914
contig-100_55069.0	10056.886
contig-100_55070.0	0.889
contig-100_55071.0	293.664
contig-100_55072.0	2336.511
contig-100_55073.0	560.532
contig-100_55074.0	128.729
contig-100_55075.0	942.204
contig-100_55076.0	180.954
contig-100_55077.0	420.039
contig-100_55078.0	60.746
contig-100_55079.0	315.064
contig-100_55080.0	263.332
contig-100_55081.0	4.286
contig-100_55082.0	55.825
contig-100_55083.0	2978.389
contig-100_55084.0	213.207
contig-100_55085.0	1.786
contig-100_55086.0	0.000
contig-100_55087.0	717.279
contig-100_55088.0	631.764
contig-100_55089.0	566.686
contig-100_55090.0	226.604
contig-100_55091.0	626.796
contig-100_55092.0	1685.732
contig-100_55093.0	388.350
contig-100_55094.0	534.289
contig-100_55095.0	1257.221
contig-100_55096.0	276.275
contig-100_55097.0	475.582
contig-100_55098.0	160.050
contig-100_55099.0	153.614
contig-100_55100.0	2.507
contig-100_55101.0	111.196
contig-100_55102.0	1.779
contig-100_55103.0	219.200
contig-100_55104.0	866.204
contig-100_55105.0	1.664
contig-100_55106.0	798.357
contig-100_55107.0	1867.357
contig-100_55108.0	844.904
contig-100_55109.0	70.671
contig-100_55110.0	1163.118
contig-100_55111.0	1482.193
contig-100_55112.0	1647.529
contig-100_55113.0	0.889
contig-100_55114.0	265.093
contig-100_55115.0	212.104
contig-100_55116.0	489.290
contig-100_55117.0	2555.065
contig-100_55118.0	1423.452
contig-100_55119.0	924.975
contig-100_55120.0	2367.011
contig-100_55121.0	17330.197
contig-100_55122.0	113.208
contig-100_55123.0	1.774
contig-100_55124.0	206.133
contig-100_55125.0	242.151
contig-100_55126.0	2869.645
contig-100_55127.0	789.079
contig-100_55128.0	4.118
contig-100_55129.0	115.982
contig-100_55130.0	43.039
contig-100_55131.0	211.165
contig-100_55132.0	345.781
contig-100_55133.0	2023.004
contig-100_55134.0	1.738
contig-100_55135.0	542.620
contig-100_55136.0	0.000
contig-100_55137.0	1.677
contig-100_55138.0	0.000
contig-100_55139.0	287.244
contig-100_55140.0	330.978
contig-100_55141.0	349.573
contig-100_55142.0	1822.710
contig-100_55143.0	111.168
contig-100_55144.0	2631.258
contig-100_55145.0	231.677
contig-100_55146.0	1.667
contig-100_55147.0	2023.423
contig-100_55148.0	2159.108
contig-100_55149.0	457.280
contig-100_55150.0	465.645
contig-100_55151.0	116.864
contig-100_55152.0	1.645
contig-100_55153.0	2339.781
contig-100_55154.0	220.695
contig-100_55155.0	175.760
contig-100_55156.0	1433.398
contig-100_55157.0	637.294
contig-100_55158.0	1145.882
contig-100_55159.0	4.857
contig-100_55160.0	251.495
contig-100_55161.0	1964.283
contig-100_55162.0	2653.341
contig-100_55163.0	71.029
contig-100_55164.0	35.602
contig-100_55165.0	0.842
contig-100_55166.0	175.509
contig-100_55167.0	986.552
contig-100_55168.0	610.724
contig-100_55169.0	310.355
contig-100_55170.0	39.233
contig-100_55171.0	2.459
contig-100_55172.0	886.255
contig-100_55173.0	114.615
contig-100_55174.0	2033.022
contig-100_55175.0	25.119
contig-100_55176.0	2842.432
contig-100_55177.0	6.252
contig-100_55178.0	1407.773
contig-100_55179.0	7.701
contig-100_55180.0	2129.917
contig-100_55181.0	0.892
contig-100_55182.0	316.198
contig-100_55183.0	139.554
contig-100_55184.0	464.763
contig-100_55185.0	1.748
contig-100_55186.0	2780.335
contig-100_55187.0	74.482
contig-100_55188.0	133.058
contig-100_55189.0	452.752
contig-100_55190.0	757.065
contig-100_55191.0	1063.626
contig-100_55192.0	2.532
contig-100_55193.0	1778.820
contig-100_55194.0	2905.112
contig-100_55195.0	0.849
contig-100_55196.0	37.406
contig-100_55197.0	481.040
contig-100_55198.0	1351.119
contig-100_55199.0	2147.950
contig-100_55200.0	941.090
contig-100_55201.0	2255.676
contig-100_55202.0	2749.406
contig-100_55203.0	6.975
contig-100_55204.0	2020.245
contig-100_55205.0	3.403
contig-100_55206.0	512.759
contig-100_55207.0	567.115
contig-100_55208.0	825.626
contig-100_55209.0	12.755
contig-100_55210.0	0.000
contig-100_55211.0	506.414
contig-100_55212.0	2022.709
contig-100_55213.0	826.119
contig-100_55214.0	3.507
contig-100_55215.0	980.817
contig-100_55216.0	311.058
contig-100_55217.0	2286.122
contig-100_55218.0	1849.629
contig-100_55219.0	49.612
contig-100_55220.0	501.982
contig-100_55221.0	107.288
contig-100_55222.0	2914.284
contig-100_55223.0	162.989
contig-100_55224.0	8.309
contig-100_55225.0	1.781
contig-100_55226.0	4.187
contig-100_55227.0	543.086
contig-100_55228.0	452.058
contig-100_55229.0	1.572
contig-100_55230.0	69.665
contig-100_55231.0	2.640
contig-100_55232.0	2355.242
contig-100_55233.0	200.516
contig-100_55234.0	2.466
contig-100_55235.0	103.260
contig-100_55236.0	0.903
contig-100_55237.0	122.516
contig-100_55238.0	2798.061
contig-100_55239.0	674.899
contig-100_55240.0	1029.282
contig-100_55241.0	17.195
contig-100_55242.0	439.051
contig-100_55243.0	2238.314
contig-100_55244.0	0.000
contig-100_55245.0	363.935
contig-100_55246.0	82.809
contig-100_55247.0	2820.141
contig-100_55248.0	1313.112
contig-100_55249.0	229.700
contig-100_55250.0	0.000
contig-100_55251.0	72.116
contig-100_55252.0	186.812
contig-100_55253.0	1875.765
contig-100_55254.0	24.267
contig-100_55255.0	1.773
contig-100_55256.0	5.101
contig-100_55257.0	2823.964
contig-100_55258.0	812.458
contig-100_55259.0	0.903
contig-100_55260.0	2074.823
contig-100_55261.0	2811.509
contig-100_55262.0	2697.834
contig-100_55263.0	0.895
contig-100_55264.0	1.632
contig-100_55265.0	662.339
contig-100_55266.0	901.390
contig-100_55267.0	0.000
contig-100_55268.0	592.155
contig-100_55269.0	2241.332
contig-100_55270.0	1860.245
contig-100_55271.0	2312.484
contig-100_55272.0	637.556
contig-100_55273.0	690.570
contig-100_55274.0	2.430
contig-100_55275.0	130.267
contig-100_55276.0	2935.809
contig-100_55277.0	332.592
contig-100_55278.0	0.000
contig-100_55279.0	1.805
contig-100_55280.0	928.736
contig-100_55281.0	2791.491
contig-100_55282.0	473.394
contig-100_55283.0	1110.794
contig-100_55284.0	473.390
contig-100_55285.0	6.032
contig-100_55286.0	259.094
contig-100_55287.0	184.949
contig-100_55288.0	756.368
contig-100_55289.0	203.155
contig-100_55290.0	490.780
contig-100_55291.0	0.000
contig-100_55292.0	1427.765
contig-100_55293.0	114.805
contig-100_55294.0	1353.924
contig-100_55295.0	1899.478
contig-100_55296.0	62.957
contig-100_55297.0	1767.196
contig-100_55298.0	229.210
contig-100_55299.0	412.312
contig-100_55300.0	1681.080
contig-100_55301.0	10.391
contig-100_55302.0	176.308
contig-100_55303.0	2427.996
contig-100_55304.0	0.899
contig-100_55305.0	37.431
contig-100_55306.0	78.659
contig-100_55307.0	2821.616
contig-100_55308.0	2772.913
contig-100_55309.0	26.043
contig-100_55310.0	2701.721
contig-100_55311.0	204.225
contig-100_55312.0	1726.793
contig-100_55313.0	4.326
contig-100_55314.0	173.159
contig-100_55315.0	122.960
contig-100_55316.0	2035.529
contig-100_55317.0	598.873
contig-100_55318.0	8592.946
contig-100_55319.0	896.047
contig-100_55320.0	414.493
contig-100_55321.0	90.065
contig-100_55322.0	165.815
contig-100_55323.0	3.576
contig-100_55324.0	15.239
contig-100_55325.0	116.283
contig-100_55326.0	454.351
contig-100_55327.0	2.522
contig-100_55328.0	2776.464
contig-100_55329.0	1351.130
contig-100_55330.0	346.203
contig-100_55331.0	254.514
contig-100_55332.0	145.337
contig-100_55333.0	1213.367
contig-100_55334.0	295.542
contig-100_55335.0	437.418
contig-100_55336.0	1757.571
contig-100_55337.0	4.389
contig-100_55338.0	115.600
contig-100_55339.0	2.676
contig-100_55340.0	2623.207
contig-100_55341.0	249.451
contig-100_55342.0	220.345
contig-100_55343.0	2361.371
contig-100_55344.0	235.385
contig-100_55345.0	2309.033
contig-100_55346.0	1602.400
contig-100_55347.0	0.000
contig-100_55348.0	1958.713
contig-100_55349.0	0.000
contig-100_55350.0	1968.880
contig-100_55351.0	2598.175
contig-100_55352.0	1113.600
contig-100_55353.0	810.276
contig-100_55354.0	1659.564
contig-100_55355.0	2024.964
contig-100_55356.0	2352.895
contig-100_55357.0	28.055
contig-100_55358.0	117.407
contig-100_55359.0	134.367
contig-100_55360.0	2593.891
contig-100_55361.0	0.905
contig-100_55362.0	125.116
contig-100_55363.0	2.702
contig-100_55364.0	48.629
contig-100_55365.0	2770.287
contig-100_55366.0	913.309
contig-100_55367.0	0.909
contig-100_55368.0	442.633
contig-100_55369.0	1346.433
contig-100_55370.0	1.538
contig-100_55371.0	750.131
contig-100_55372.0	0.000
contig-100_55373.0	6951.051
contig-100_55374.0	133.142
contig-100_55375.0	661.513
contig-100_55376.0	140.382
contig-100_55377.0	1361.982
contig-100_55378.0	1124.902
contig-100_55379.0	127.109
contig-100_55380.0	471.116
contig-100_55381.0	91.007
contig-100_55382.0	1863.989
contig-100_55383.0	2610.276
contig-100_55384.0	99.044
contig-100_55385.0	2844.069
contig-100_55386.0	0.902
contig-100_55387.0	149.920
contig-100_55388.0	106.044
contig-100_55389.0	1889.400
contig-100_55390.0	1659.065
contig-100_55391.0	194.473
contig-100_55392.0	607.425
contig-100_55393.0	1498.789
contig-100_55394.0	1699.818
contig-100_55395.0	0.000
contig-100_55396.0	130.825
contig-100_55397.0	39.716
contig-100_55398.0	503.018
contig-100_55399.0	0.909
contig-100_55400.0	2598.007
contig-100_55401.0	39.675
contig-100_55402.0	668.197
contig-100_55403.0	1254.869
contig-100_55404.0	542.471
contig-100_55405.0	1971.091
contig-100_55406.0	968.759
contig-100_55407.0	139.686
contig-100_55408.0	26.989
contig-100_55409.0	28.168
contig-100_55410.0	814.792
contig-100_55411.0	2138.153
contig-100_55412.0	2043.350
contig-100_55413.0	2822.898
contig-100_55414.0	0.000
contig-100_55415.0	409.839
contig-100_55416.0	2642.551
contig-100_55417.0	2784.847
contig-100_55418.0	399.960
contig-100_55419.0	549.299
contig-100_55420.0	93.704
contig-100_55421.0	768.084
contig-100_55422.0	2440.004
contig-100_55423.0	313.106
contig-100_55424.0	961.471
contig-100_55425.0	0.000
contig-100_55426.0	31.602
contig-100_55427.0	578.307
contig-100_55428.0	2604.526
contig-100_55429.0	1019.664
contig-100_55430.0	170.825
contig-100_55431.0	181.201
contig-100_55432.0	281.982
contig-100_55433.0	554.843
contig-100_55434.0	2.609
contig-100_55435.0	2386.124
contig-100_55436.0	1797.847
contig-100_55437.0	188.661
contig-100_55438.0	3.551
contig-100_55439.0	2712.135
contig-100_55440.0	2143.672
contig-100_55441.0	155.898
contig-100_55442.0	0.891
contig-100_55443.0	2299.248
contig-100_55444.0	0.876
contig-100_55445.0	1908.850
contig-100_55446.0	411.858
contig-100_55447.0	0.912
contig-100_55448.0	510.412
contig-100_55449.0	544.682
contig-100_55450.0	179.029
contig-100_55451.0	1056.223
contig-100_55452.0	1808.095
contig-100_55453.0	1.788
contig-100_55454.0	1921.723
contig-100_55455.0	233.493
contig-100_55456.0	2287.022
contig-100_55457.0	2726.912
contig-100_55458.0	1378.464
contig-100_55459.0	1890.339
contig-100_55460.0	2077.369
contig-100_55461.0	10.861
contig-100_55462.0	3.542
contig-100_55463.0	50.861
contig-100_55464.0	1860.022
contig-100_55465.0	2193.586
contig-100_55466.0	3.319
contig-100_55467.0	156.337
contig-100_55468.0	659.857
contig-100_55469.0	332.026
contig-100_55470.0	0.000
contig-100_55471.0	7.817
contig-100_55472.0	107.564
contig-100_55473.0	246.762
contig-100_55474.0	0.000
contig-100_55475.0	609.187
contig-100_55476.0	374.234
contig-100_55477.0	988.828
contig-100_55478.0	1.619
contig-100_55479.0	11.392
contig-100_55480.0	0.000
contig-100_55481.0	1653.634
contig-100_55482.0	137.403
contig-100_55483.0	31.062
contig-100_55484.0	334.462
contig-100_55485.0	18.824
contig-100_55486.0	1.700
contig-100_55487.0	1893.070
contig-100_55488.0	0.000
contig-100_55489.0	2492.755
contig-100_55490.0	2.747
contig-100_55491.0	1.678
contig-100_55492.0	644.081
contig-100_55493.0	1266.678
contig-100_55494.0	515.451
contig-100_55495.0	26.245
contig-100_55496.0	0.912
contig-100_55497.0	16372.626
contig-100_55498.0	593.575
contig-100_55499.0	401.758
contig-100_55500.0	2282.172
contig-100_55501.0	142.557
contig-100_55502.0	1003.282
contig-100_55503.0	286.842
contig-100_55504.0	842.114
contig-100_55505.0	2920.172
contig-100_55506.0	1103.817
contig-100_55507.0	224.557
contig-100_55508.0	651.216
contig-100_55509.0	2.637
contig-100_55510.0	0.000
contig-100_55511.0	1.692
contig-100_55512.0	13.608
contig-100_55513.0	2201.586
contig-100_55514.0	579.919
contig-100_55515.0	205.590
contig-100_55516.0	0.806
contig-100_55517.0	1030.614
contig-100_55518.0	175.743
contig-100_55519.0	540.434
contig-100_55520.0	70.581
contig-100_55521.0	173.614
contig-100_55522.0	1618.592
contig-100_55523.0	105.081
contig-100_55524.0	80.312
contig-100_55525.0	2190.824
contig-100_55526.0	1985.335
contig-100_55527.0	88.555
contig-100_55528.0	126.798
contig-100_55529.0	770.368
contig-100_55530.0	267.820
contig-100_55531.0	35.118
contig-100_55532.0	1342.184
contig-100_55533.0	2373.430
contig-100_55534.0	2585.864
contig-100_55535.0	462.327
contig-100_55536.0	117.449
contig-100_55537.0	36.577
contig-100_55538.0	2731.074
contig-100_55539.0	639.103
contig-100_55540.0	1683.294
contig-100_55541.0	2798.912
contig-100_55542.0	99.938
contig-100_55543.0	2704.790
contig-100_55544.0	790.268
contig-100_55545.0	130.599
contig-100_55546.0	84.978
contig-100_55547.0	251.607
contig-100_55548.0	97.037
contig-100_55549.0	5.816
contig-100_55550.0	872.812
contig-100_55551.0	345.849
contig-100_55552.0	2195.357
contig-100_55553.0	114.110
contig-100_55554.0	70.996
contig-100_55555.0	103.974
contig-100_55556.0	351.040
contig-100_55557.0	102.982
contig-100_55558.0	6.544
contig-100_55559.0	0.000
contig-100_55560.0	293.548
contig-100_55561.0	22547.610
contig-100_55562.0	256.875
contig-100_55563.0	0.919
contig-100_55564.0	541.555
contig-100_55565.0	1708.537
contig-100_55566.0	652.618
contig-100_55567.0	297.051
contig-100_55568.0	1.831
contig-100_55569.0	1.728
contig-100_55570.0	110.787
contig-100_55571.0	206.483
contig-100_55572.0	868.472
contig-100_55573.0	615.173
contig-100_55574.0	255.292
contig-100_55575.0	111.587
contig-100_55576.0	56.535
contig-100_55577.0	2506.723
contig-100_55578.0	1060.140
contig-100_55579.0	224.878
contig-100_55580.0	1320.221
contig-100_55581.0	142.262
contig-100_55582.0	167.554
contig-100_55583.0	986.103
contig-100_55584.0	10.450
contig-100_55585.0	2.635
contig-100_55586.0	10.446
contig-100_55587.0	281.173
contig-100_55588.0	7005.601
contig-100_55589.0	2134.867
contig-100_55590.0	1859.125
contig-100_55591.0	0.797
contig-100_55592.0	0.893
contig-100_55593.0	68.465
contig-100_55594.0	1334.137
contig-100_55595.0	1292.465
contig-100_55596.0	179.923
contig-100_55597.0	1058.668
contig-100_55598.0	882.446
contig-100_55599.0	1509.793
contig-100_55600.0	228.435
contig-100_55601.0	348.041
contig-100_55602.0	952.118
contig-100_55603.0	422.945
contig-100_55604.0	358.336
contig-100_55605.0	5.030
contig-100_55606.0	104.882
contig-100_55607.0	539.210
contig-100_55608.0	155.151
contig-100_55609.0	1.771
contig-100_55610.0	216.458
contig-100_55611.0	254.557
contig-100_55612.0	340.277
contig-100_55613.0	316.620
contig-100_55614.0	652.609
contig-100_55615.0	2206.399
contig-100_55616.0	1345.506
contig-100_55617.0	376.793
contig-100_55618.0	65.502
contig-100_55619.0	147.066
contig-100_55620.0	0.915
contig-100_55621.0	1426.362
contig-100_55622.0	1460.306
contig-100_55623.0	1385.044
contig-100_55624.0	186.646
contig-100_55625.0	0.871
contig-100_55626.0	22.004
contig-100_55627.0	126.384
contig-100_55628.0	85.446
contig-100_55629.0	315.314
contig-100_55630.0	953.472
contig-100_55631.0	2651.314
contig-100_55632.0	504.185
contig-100_55633.0	400.000
contig-100_55634.0	0.923
contig-100_55635.0	2603.760
contig-100_55636.0	2.546
contig-100_55637.0	2.712
contig-100_55638.0	2764.863
contig-100_55639.0	1.760
contig-100_55640.0	90.015
contig-100_55641.0	848.007
contig-100_55642.0	1.823
contig-100_55643.0	2697.657
contig-100_55644.0	378.675
contig-100_55645.0	1595.952
contig-100_55646.0	1127.841
contig-100_55647.0	8.011
contig-100_55648.0	0.781
contig-100_55649.0	1.807
contig-100_55650.0	143.822
contig-100_55651.0	4.541
contig-100_55652.0	217.363
contig-100_55653.0	100.693
contig-100_55654.0	227.470
contig-100_55655.0	9.915
contig-100_55656.0	2673.789
contig-100_55657.0	517.078
contig-100_55658.0	45.770
contig-100_55659.0	1182.559
contig-100_55660.0	951.211
contig-100_55661.0	650.230
contig-100_55662.0	681.178
contig-100_55663.0	1416.407
contig-100_55664.0	617.515
contig-100_55665.0	153.026
contig-100_55666.0	2727.967
contig-100_55667.0	2687.159
contig-100_55668.0	0.000
contig-100_55669.0	532.326
contig-100_55670.0	2065.378
contig-100_55671.0	2637.504
contig-100_55672.0	0.000
contig-100_55673.0	1065.819
contig-100_55674.0	851.500
contig-100_55675.0	1199.504
contig-100_55676.0	0.000
contig-100_55677.0	1253.400
contig-100_55678.0	250.393
contig-100_55679.0	111.319
contig-100_55680.0	797.100
contig-100_55681.0	1273.274
contig-100_55682.0	146.448
contig-100_55683.0	2693.767
contig-100_55684.0	1069.996
contig-100_55685.0	2660.770
contig-100_55686.0	0.889
contig-100_55687.0	51.578
contig-100_55688.0	429.367
contig-100_55689.0	387.211
contig-100_55690.0	1632.389
contig-100_55691.0	1835.100
contig-100_55692.0	1.770
contig-100_55693.0	111.130
contig-100_55694.0	2827.567
contig-100_55695.0	569.533
contig-100_55696.0	1.807
contig-100_55697.0	593.196
contig-100_55698.0	1161.341
contig-100_55699.0	1129.778
contig-100_55700.0	152.748
contig-100_55701.0	603.696
contig-100_55702.0	0.785
contig-100_55703.0	1.807
contig-100_55704.0	1.785
contig-100_55705.0	1.770
contig-100_55706.0	442.222
contig-100_55707.0	69.452
contig-100_55708.0	329.359
contig-100_55709.0	212.737
contig-100_55710.0	2313.804
contig-100_55711.0	12.967
contig-100_55712.0	321.256
contig-100_55713.0	639.648
contig-100_55714.0	836.722
contig-100_55715.0	2670.337
contig-100_55716.0	2198.789
contig-100_55717.0	387.181
contig-100_55718.0	53.526
contig-100_55719.0	2011.089
contig-100_55720.0	2596.242
contig-100_55721.0	61.074
contig-100_55722.0	1.729
contig-100_55723.0	2035.238
contig-100_55724.0	1030.230
contig-100_55725.0	1014.193
contig-100_55726.0	234.431
contig-100_55727.0	618.498
contig-100_55728.0	322.204
contig-100_55729.0	268.907
contig-100_55730.0	382.134
contig-100_55731.0	348.245
contig-100_55732.0	0.000
contig-100_55733.0	192.602
contig-100_55734.0	759.428
contig-100_55735.0	1418.134
contig-100_55736.0	271.900
contig-100_55737.0	795.695
contig-100_55738.0	61.115
contig-100_55739.0	551.164
contig-100_55740.0	872.442
contig-100_55741.0	163.152
contig-100_55742.0	101.684
contig-100_55743.0	96.989
contig-100_55744.0	35.584
contig-100_55745.0	1.851
contig-100_55746.0	3.442
contig-100_55747.0	92.669
contig-100_55748.0	779.390
contig-100_55749.0	0.859
contig-100_55750.0	150.513
contig-100_55751.0	28.628
contig-100_55752.0	1989.680
contig-100_55753.0	128.952
contig-100_55754.0	593.007
contig-100_55755.0	922.877
contig-100_55756.0	134.922
contig-100_55757.0	959.870
contig-100_55758.0	852.108
contig-100_55759.0	2038.677
contig-100_55760.0	5.539
contig-100_55761.0	67.569
contig-100_55762.0	2146.546
contig-100_55763.0	45.327
contig-100_55764.0	1.647
contig-100_55765.0	626.234
contig-100_55766.0	2557.361
contig-100_55767.0	106.264
contig-100_55768.0	146.814
contig-100_55769.0	2531.900
contig-100_55770.0	1600.740
contig-100_55771.0	949.506
contig-100_55772.0	1738.843
contig-100_55773.0	133.728
